"dress_leisure","dress_work","fit_top","fit_bottom","highlight","cover","body_shape","eyes","hair","size_top","size_bottom","size_footwear","size_bra","size_cup","height","weight","focus","adventurous","styles","prices","avoid","footwear","footwear_priority","footwear_families","job","birthdate","is_mother"
1,2,3,2,,,2,5,3,8,8,5,7,"E",175,97,3,3,2,2,"7,8,9",,,,5,1973-06-27,"true"
1,4,3,2,"1,3,4","2,5",1,1,3,7,6,4,4,"C",164,85,"4,2",3,"1,5",1,,3,4,3,14,1967-03-15,"true"
2,1,1,1,"1,5",,5,6,2,1,1,2,2,"B",166,51,"5,4",5,"3,4",1,"5,7",2,10,"3,2,4,5,1",12,1982-07-24,"true"
2,3,3,1,,"3,4,5",2,1,3,3,3,2,3,"C",153,65,"4,3,1",3,2,2,"7,9,8,5",,,,2,1986-11-24,"true"
2,3,1,2,,,3,2,2,2,1,3,3,"B",158,51,"5,3",3,"1,6",2,,3,1,,14,1972-04-14,"true"
2,1,3,1,4,5,5,3,3,2,3,2,3,"D",159,63,"5,1",4,"1,5",1,"7,8,9",,,,4,1990-06-30,"true"
4,3,1,2,,"3,4",1,3,3,5,5,6,3,"B",163,75,"5,3",1,"2,1",1,,3,6,3,4,1989-05-23,"true"
2,1,2,1,4,"2,5",2,5,5,6,8,4,7,"C",170,102,"1,5",2,5,1,"7,8",1,6,"5,3",3,1990-01-26,"true"
1,2,3,2,1,4,2,4,2,7,6,2,5,"FF","154.94","89.89","3,4",1,"1,4",1,"9,8,7,4",,,,4,1970-03-01,"false"
1,1,3,1,"3,4,5","1,2",5,3,3,7,7,3,9,"E",170,90,"4,5",3,"5,6",1,"8,7,9",,,,14,1989-06-27,"true"
1,1,2,1,1,,6,5,6,3,4,4,4,"F",154,69,"3,4",2,1,1,,"1,3","6,1,10","5,1,3",14,1982-01-09,"true"
2,3,1,1,"3,4",,5,3,6,2,1,4,4,"B",167,56,"2,5",3,6,1,,4,,6,12,1992-08-13,"false"
1,1,2,1,"1,4","2,5",5,5,4,5,5,2,5,"E",155,75,"5,3",3,"3,2",1,"5,7","3,2","10,1",5,14,1990-12-12,"true"
2,1,3,1,,,2,1,2,5,5,3,4,"C","172.72","76.73","5,3",3,"5,6",2,,3,1,,2,1985-02-28,"true"
1,1,1,1,,,5,3,5,2,3,4,3,"D","160.02","57.66","1,4",3,"1,6",1,2,"2,3,1","4,1",,12,1966-08-03,"true"
4,4,3,1,1,"2,3,4,5",2,3,5,4,4,2,4,"F",154,70,"5,3",5,"1,5",1,8,"3,4,2","6,10,4","4,3",14,1981-02-24,"true"
1,1,1,2,,,4,3,3,3,3,4,2,"B",168,58,"4,3",3,"2,5",1,"7,9",,,,4,1976-05-09,"true"
3,1,1,1,4,2,4,2,5,4,4,6,4,"B",171,70,4,5,"5,4",1,7,"2,1",1,5,2,1967-06-04,"true"
2,1,3,1,,"1,3,5",5,3,2,2,2,5,4,"B",162,62,"2,5",5,"1,4",1,"1,5","2,3","4,6,10,1",3,13,1989-03-15,"true"
1,3,2,3,4,5,5,5,2,5,6,5,5,"C",178,85,"5,2",2,2,1,,"2,3",6,,5,1987-12-27,"false"
2,1,2,2,"1,3","2,5",2,4,3,6,6,3,6,"E",163,85,"5,4,3",3,"1,4",1,5,2,10,3,13,1995-05-24,"false"
3,4,2,2,,1,1,5,3,3,4,5,3,"B",174,74,"5,1",3,"3,2",1,8,2,"4,1,10","1,4",14,1990-04-17,"true"
3,3,3,2,"1,2,4",3,1,1,3,2,3,4,1,,171,"57.35","4,5,1",3,"3,2",1,"8,7",1,"1,6,4",5,10,2000-06-27,"false"
2,1,3,2,,"2,3,4",2,5,2,5,5,5,5,"B","167.64","74.46","1,5,4",1,1,1,"7,3,8",2,1,,14,1957-04-15,"true"
1,2,3,2,,"1,2,3,5,4",2,3,3,8,8,5,7,"DD","177.8","108.05","5,3,2",2,2,2,"1,5",2,1,1,4,1967-08-23,"false"
2,1,1,1,"3,4",,1,1,3,2,2,4,4,,165,55,"2,5,4",4,"5,6",1,"6,8",3,1,6,6,2003-03-10,"false"
2,1,2,1,3,,5,5,2,3,3,5,3,"B",180,72,"2,5,3",3,"1,5",2,8,1,"6,10",5,14,,"true"
3,3,2,2,,"5,4",6,3,3,4,4,5,5,,170,68,"5,1",3,"4,1",1,,2,"4,1","5,3",4,1978-03-04,"true"
3,4,2,2,"2,3,5",,4,2,3,2,2,4,3,"B",170,60,"4,2",3,"2,1",2,,2,"4,1,6",,5,1990-02-17,"false"
4,1,3,1,"1,3,5","2,4",2,4,2,4,3,4,4,"B",160,75,3,3,"1,3",1,8,3,1,2,14,1979-10-05,"true"
1,2,3,1,,,1,3,3,4,6,5,4,"B",164,75,"2,5",3,"1,5",1,8,3,1,,2,1994-11-26,"false"
1,3,1,1,"4,5,3",,3,3,4,3,3,7,2,"B","175.26","63.56","4,2",1,"2,6",2,"7,8,9",,,,14,1977-12-11,"true"
2,3,2,1,"1,4",,2,1,3,4,4,1,5,"C",155,68,"4,3,2",2,5,1,7,3,"1,10",4,4,1962-10-08,"true"
2,3,1,1,"1,3,4",,3,3,3,3,2,4,2,"C",170,55,"3,4",3,6,1,8,3,"1,10",4,2,1999-06-13,"false"
2,4,3,1,,,4,2,3,3,3,5,4,,180,69,"2,5,4",4,3,1,"4,7,9,8",,,,11,1994-10-31,"false"
2,1,2,2,,"3,1",5,3,2,3,4,5,4,"B",169,67,4,1,"1,5",1,,"2,1,3","4,1",,4,1977-12-24,"true"
2,1,2,1,,"3,4",5,6,2,4,4,4,4,"D",170,72,"4,3",2,1,2,5,"3,2","1,6",5,4,1970-10-08,"true"
2,2,1,1,"5,4,3,2",,4,3,6,1,1,2,1,"B",159,50,"3,5,4",1,"5,6",1,8,"2,3","6,1,10",4,13,1989-09-23,"true"
1,4,1,1,,1,5,5,3,4,4,5,4,"B","165.1","73.09","3,4",1,"4,6",1,,3,"4,1",,4,1973-06-06,"true"
2,2,3,2,"1,2","3,5",1,4,3,3,4,4,2,"C",166,58,"4,3",1,"5,1",1,8,2,"1,10",4,11,1974-06-11,"false"
2,1,2,1,1,,1,5,4,4,6,5,4,,168,70,5,2,"2,5",1,,3,"1,10","3,5",3,,"false"
2,3,1,1,"4,1,3",,5,4,4,2,2,3,3,"D",163,65,"3,5",3,"6,3",1,,3,6,,14,1992-12-13,"false"
1,3,1,1,,4,5,5,2,1,1,3,3,"B",167,55,"4,5",3,5,1,1,"1,3","6,1","1,4",1,1984-12-26,"true"
1,2,1,1,,,1,1,2,3,4,3,3,"A","170.18",,"4,1",1,"4,1",1,8,1,1,"3,5",4,,"false"
1,3,1,1,"1,3,5",,1,4,3,2,3,2,1,,164,50,"1,5",4,"5,6",1,8,3,"1,4,10","2,3,1",6,1995-04-15,"true"
2,1,1,1,"1,3,4",,1,3,3,3,4,6,4,"C",178,70,4,2,"3,6",1,"7,8",2,"1,10",,3,1992-08-21,"true"
1,2,3,2,,"2,3",2,1,1,7,7,3,6,,"162.56","91.25",5,3,"4,6",1,1,1,6,4,2,1955-05-20,"true"
1,3,1,2,"3,4,5",,5,3,3,3,3,5,4,"C",170,60,"5,1",2,"4,2",1,"7,9,5",,,,5,1995-02-20,"false"
1,1,2,1,1,4,4,3,3,3,4,3,4,"B",169,64,"1,5,3",2,"5,4",1,2,1,3,5,14,1974-07-01,"true"
3,3,2,3,,,5,4,3,3,3,4,4,"C",169,61,"5,3,1",3,3,2,3,2,4,1,13,1962-07-27,"true"
2,2,3,1,"3,4",,2,4,2,5,5,4,5,"D",165,70,"5,1",5,"5,3",1,8,"1,2","1,10",5,6,1996-04-22,"true"
1,1,3,3,,4,4,1,3,5,4,4,3,"D",167,64,"4,2",3,"1,3",1,"2,7,8,5","1,2","1,10","5,3",14,1964-04-27,"true"
2,1,3,2,"1,4","3,5",1,5,2,2,3,4,4,"A",164,60,"1,5,3",2,5,1,8,"2,1","1,6","5,6",2,1985-02-25,"true"
4,1,2,2,"1,4","3,5",1,6,2,3,4,2,4,"C",160,66,"4,5",3,"3,5",2,5,3,"4,6,1",,2,1969-06-06,"true"
2,1,3,3,1,"2,3,4",2,3,2,5,5,5,7,"C",173,85,"5,2",3,3,1,,2,1,4,5,1964-08-06,"true"
1,2,3,2,,"3,4",2,5,2,7,6,4,5,"DD","167.64","92.16","4,2,5",5,"6,4",1,"1,8,9,7",,,,4,1964-04-03,"true"
1,2,1,3,"3,4",5,1,1,3,2,2,2,2,"B",163,52,"3,5,4",1,4,2,6,3,"4,1",3,12,1994-05-10,"false"
2,1,3,1,,"2,5,4",2,4,2,4,5,3,4,"A",163,70,"1,5,2",3,"3,5",1,7,,"4,1",5,1,1964-12-02,"true"
1,3,3,1,,"1,4",3,3,5,4,4,3,3,"DD","162.56","70.82","1,5,3",1,"2,1",2,"7,8",1,"1,10","5,1",13,1970-05-04,"true"
2,4,1,2,"1,5","2,3,4",2,3,6,5,5,6,6,"D",170,85,4,5,1,1,"5,6,7,9,8",,,,3,1980-06-11,"false"
1,1,3,1,5,4,6,3,2,5,3,4,5,"D",170,70,"3,5,2",1,"3,2",1,,1,1,,11,1972-03-03,
3,1,3,2,"1,5",3,2,4,3,6,8,4,7,"D",167,86,"5,1",1,1,1,"1,3,5,7,9,8",,,,3,1972-04-30,"true"
1,1,2,2,,"4,2,5",2,3,2,7,7,3,5,"C",160,87,4,4,6,1,"2,5,1",1,"1,10",5,14,1980-02-28,"true"
4,1,1,3,"1,4","3,5",5,3,3,3,3,3,3,,164,63,"5,1",3,1,1,"7,8,9",,,,4,1971-09-28,"true"
1,1,2,2,,3,1,3,5,5,5,4,4,"D",174,74,3,3,"5,6",1,5,1,1,5,4,1984-04-22,"true"
3,2,2,1,,,2,3,5,2,3,2,3,"C",166,60,"2,5",5,"2,4",1,"5,3,1",2,1,6,2,1987-02-18,"true"
2,4,1,1,"3,4,5",2,3,5,2,2,2,3,3,"D","160.02","57.2","1,5",1,"1,2",2,"3,7,8",3,"4,6",3,6,1974-04-26,"true"
2,3,3,2,,"4,5",2,4,3,2,3,2,,,160,52,"3,1",5,"3,2",1,"7,9,8,6",,,,10,2004-11-29,"false"
2,3,1,1,"1,3,5",4,4,4,6,2,3,4,2,"B",162,52,"3,5",3,"1,5",1,"7,8,9,6",,,,4,1988-01-22,"true"
3,3,3,3,"1,4","3,2",5,4,2,7,7,4,7,"E",159,105,"5,4,1",5,"3,4",1,"5,7,9",,,,5,1982-09-22,"true"
1,2,3,3,,"4,3,2",5,5,2,7,7,5,9,,"165.1","111.23","3,4",4,"3,4",1,"3,7",1,6,1,3,1980-02-23,"true"
4,2,1,1,"1,3",4,2,5,2,8,8,7,9,"D",172,98,"2,4",5,"6,3",1,"7,8","1,3","1,6,3","2,3,4,5,6",5,1983-07-03,"true"
1,4,2,2,"1,2","3,5",1,4,6,6,7,2,6,"C",157,82,"4,1",3,1,1,,1,1,5,10,1984-08-25,"true"
2,1,2,2,,,4,4,3,3,4,5,3,"B",166,55,5,2,"5,6",2,"5,7",1,"6,1","4,5",,,
1,4,3,3,,,5,5,1,4,4,4,3,"C",157,59,"5,3,2",3,1,,"3,4,5,9,2,1",,,,13,1973-05-30,"true"
1,3,2,2,"2,5,1",,4,1,3,1,2,3,3,"B",163,50,"3,4",3,"1,5",1,,3,4,6,11,1991-02-14,"true"
1,1,2,2,"1,3","2,5",4,5,3,3,3,5,4,"D",169,68,4,3,"2,6",1,"8,9",,,,10,1998-10-26,"false"
2,2,3,2,,,2,1,5,7,6,4,5,"FF","167.64","83.54",4,3,5,1,,3,1,,14,1963-10-03,"true"
1,1,3,2,,"1,2",4,1,2,3,3,4,5,,162,62,"1,4,3",2,1,2,5,1,1,,6,1954-07-25,"true"
1,1,2,2,,,5,1,2,3,3,1,4,"C",158,65,"4,5,3",3,"6,1",1,,3,6,,2,1978-10-02,"true"
1,1,1,2,,,1,4,5,2,3,1,4,"C",165,53,"4,3",3,"1,5",1,"9,6,3,8,7",,,,5,1983-11-18,"false"
2,1,2,2,"1,3",,2,4,2,4,4,4,5,,169,80,"2,5",3,"6,5",1,"8,9",,,,12,1995-12-19,"true"
1,4,3,2,1,"2,4",4,4,3,6,6,3,7,"C",168,82,"5,4,1",3,2,2,,2,1,"1,4",5,1969-11-21,"true"
4,4,3,1,"3,5","2,1,4",3,1,5,8,4,1,9,"D",151,75,"3,5",4,1,,"7,8,3",3,10,4,2,1973-02-08,"true"
2,4,3,2,"1,5","2,3,4",1,4,6,4,4,3,4,"B",165,70,"3,4,5",3,"6,5",1,2,2,"1,10,6,4",5,14,1981-02-14,"true"
1,4,3,1,,"3,5",4,4,2,2,3,3,4,"A",165,55,3,3,5,2,"5,7,8",2,1,3,4,1983-08-22,"true"
2,3,1,1,"4,1",,5,5,3,3,4,1,4,"C","157.48","60.38","3,2",3,5,2,,"3,1,2,4","6,1",,2,1969-02-01,"false"
3,1,3,1,1,"2,3,4,5",2,3,2,4,4,2,2,"C",155,70,"3,2",3,"5,2",1,,2,1,"3,2,4,5",3,1979-06-15,"true"
2,3,3,3,,4,2,5,4,5,4,2,5,"DD","172.72","66.28","3,5,2",3,1,1,,"2,1",6,"2,5,3",2,1986-12-15,"true"
3,2,2,2,,,1,5,2,4,5,7,6,"B",178,83,"4,3,1",2,1,1,"1,5,7,9,6",,,,5,1972-04-09,"true"
1,3,1,1,"3,4",,3,5,5,1,2,1,1,"D","162.56","50.85","5,3",1,2,1,"8,7,6",3,"6,1","5,3",12,1984-02-28,"false"
2,4,2,1,,,2,5,2,5,5,4,4,"E","165.1","78.09","3,4,2",1,"5,6",1,,"2,1,3","4,1,6",3,2,1979-01-09,"true"
1,2,3,2,,,4,4,3,5,5,5,5,"D","175.26","83.08","4,3",4,"2,5",2,"5,7,8",2,1,"2,4",4,1967-07-31,"true"
1,1,3,1,1,,2,3,5,4,4,3,4,"C",165,65,"3,5,1",4,"4,5",1,7,"1,2","4,1,3",3,6,1965-10-25,"true"
2,3,2,1,1,"2,3,4,5",6,4,3,5,5,3,6,"B",163,92,"3,2",4,5,1,"5,7,9",,,,11,1991-05-23,"false"
1,1,1,1,"1,3,4,5",,3,4,5,3,4,4,4,"B","167.64","58.57","4,5,3",4,"5,4",1,"7,8",1,"1,4,3",5,2,1983-06-24,"true"
1,2,3,2,,4,2,1,3,6,5,4,5,"C","167.64","69.92","4,3",1,"1,2",1,,3,1,,4,1977-07-12,"true"
1,4,1,1,,,3,3,2,3,4,2,3,"B",165,60,"1,5",3,"1,5",1,,3,10,,6,1992-02-29,"true"
1,1,1,2,,"1,5",1,1,5,2,3,3,3,"B",170,58,"5,4,3",2,1,1,5,3,1,2,2,1988-03-25,"true"
3,3,2,3,4,"2,5",1,4,2,4,4,4,5,"A",163,75,"4,3",3,"4,2",2,5,2,"4,1,6",3,4,1964-01-09,"false"
1,1,3,1,3,2,5,1,3,5,5,5,4,"C","177.8","92.16","4,1",1,"1,3",1,"7,8,9",,,,4,1990-10-10,"false"
2,4,1,1,"1,4","2,3,5",1,1,6,4,5,4,4,"B",165,65,"5,4,3",3,"2,6",1,1,2,1,4,14,1978-05-04,"true"
4,1,2,1,"2,5",3,3,5,5,2,2,1,3,"B",160,47,"3,2",3,"4,3",1,"6,7,9",2,10,,5,1988-10-14,"true"
1,1,1,1,3,2,5,1,6,3,3,3,3,"B",160,57,"5,3",3,"1,5",1,,1,"4,1,10,6",5,2,1986-03-13,"false"
2,4,3,2,"1,5",4,2,1,6,8,8,3,7,"E",164,110,"3,4",1,5,1,"1,3",1,1,"5,3",13,1972-03-28,"true"
4,1,1,1,1,3,1,3,6,4,4,4,3,"C",162,64,"3,4,5",2,"4,2",1,"7,9,8,6",,,,6,1976-05-17,"true"
2,1,1,2,,,5,3,5,5,6,5,4,"D",165,75,"4,3,1",2,"3,5",1,"1,9,7",,,,3,1979-06-02,"true"
2,4,2,1,3,,5,4,4,5,4,5,5,"A",168,74,"1,4,3",3,"2,5",1,,3,1,,14,1981-09-21,"true"
1,1,1,3,4,,3,3,2,4,5,5,7,,173,73,"1,2,4",3,"2,1",1,"9,2,7",,,,7,1974-04-13,"true"
3,4,2,3,4,,1,3,3,2,2,3,3,"C",164,62,"4,5",5,"6,3",2,,"1,2","6,1,10",5,3,1987-06-02,"false"
3,2,1,3,"1,4","2,3,5",5,4,2,8,8,4,5,"DD","154.94","83.99","2,5,4",4,"2,4",2,5,2,1,"3,2",13,1957-08-22,"true"
4,1,2,1,"3,1,4,5",2,6,3,2,3,3,2,4,"C",160,58,"1,5",3,"5,6",1,,3,"1,6,10",5,2,1984-07-15,"true"
1,1,3,1,,,6,3,5,3,3,4,5,"C",163,65,"4,1",2,"1,2",1,"1,5,6,8,7",2,"1,10",6,4,1982-10-17,"true"
4,1,3,2,,"3,5",1,1,3,3,4,2,2,"B",150,58,"2,4,5",5,3,1,8,3,10,,2,1984-06-02,"true"
3,4,3,2,,,2,5,3,5,5,6,5,"B",178,78,"4,3,2",4,2,2,"1,5,7","2,1","1,4",5,3,1972-02-20,"true"
1,2,3,3,,"1,2,3,4,5",2,3,3,8,8,2,1,"C",155,135,"1,5",5,"6,5",1,6,2,1,3,13,1982-10-12,"false"
1,4,2,1,"1,3,5",2,2,4,3,3,4,2,4,"C",164,70,"5,3,1",3,"5,4",1,"7,8,9,3",,,,5,1974-04-05,"true"
4,4,1,3,,"3,4",2,3,3,5,5,5,5,"C",170,85,4,3,5,1,"9,7",,,,4,1975-09-17,"true"
1,1,3,2,,"2,3,4,5",2,1,1,5,4,5,2,"E","154.94","72.64","1,5,3",1,4,2,"8,7",2,1,"2,1",3,1966-12-25,"true"
3,4,3,1,1,3,6,4,2,5,6,4,5,"C",159,72,"4,3,2",3,"3,5",1,3,1,1,,1,1975-08-11,"true"
3,1,1,1,,,4,4,5,2,2,5,4,"A",170,59,"2,5",3,"1,4",1,8,3,"1,6,10",,6,1989-06-18,"true"
1,1,3,1,"4,5",3,2,3,5,5,6,5,3,"C","167.64","88.98",5,3,6,1,5,1,1,1,2,1986-08-19,"true"
2,1,1,1,,,5,4,2,2,2,2,4,"B",165,56,"1,5,3",2,5,1,,"3,2,1,4","4,1,10",,13,1980-09-03,"true"
2,1,3,1,"1,2,3",,5,4,3,2,3,4,3,,170,61,5,3,"6,1",1,"6,8,2",1,"1,4","5,1",4,1975-06-11,"true"
2,3,1,1,"1,3,5",4,3,1,2,2,3,2,4,"B",160,50,5,2,"2,6",2,,"1,3","4,1",,4,1983-09-23,"false"
3,3,3,3,,"1,2,3,4",2,3,3,4,4,4,7,"C",167,71,"4,1",3,"3,4",1,"5,8,1","3,1","1,10",,11,1984-09-04,"true"
2,4,1,1,3,,5,1,3,1,2,2,2,"B",160,47,5,1,"6,2",1,6,3,"6,1",,14,1991-06-13,"false"
3,1,1,1,,,4,4,2,2,2,5,3,"C",175,56,"2,5,3",3,6,1,6,"2,3","6,1",,2,1983-06-06,"true"
1,4,2,1,,5,5,1,2,2,2,4,3,"C",160,56,"4,2",1,4,1,7,3,4,4,4,1966-07-28,"false"
1,1,3,3,,"5,4,2",1,1,4,4,6,5,4,"B",160,72,"5,1",5,1,1,"5,7,9,1,6",,,,6,1987-05-06,"true"
2,3,3,2,4,"2,3,5",2,3,6,6,6,3,6,"D",155,80,"4,5",3,"4,5",2,"2,8,9",,,,4,1970-12-28,"true"
2,1,3,1,3,,1,3,2,3,3,0,2,"B",150,53,"4,3,5",4,5,2,5,3,1,6,3,1966-03-02,"true"
1,2,3,1,,,4,4,3,2,2,2,3,"B",160,51,5,3,"4,5",1,"7,8,9",,,,7,1990-01-15,"false"
3,3,3,1,,"1,2,4",6,3,3,5,3,2,5,,157,70,5,3,3,1,"7,8,9,6",,,,4,1964-04-16,"true"
4,4,3,2,"1,5","2,4",6,2,4,8,8,3,6,"D",160,70,"5,3,1",3,"2,1",1,4,3,"4,1","4,1",2,1957-07-16,"false"
1,3,3,3,,"2,4",5,1,3,5,5,4,4,"E","160.02","78.09","3,4",2,"2,1",1,"8,7",3,10,1,2,1990-08-20,"true"
2,1,2,1,3,,3,4,6,2,2,5,2,"D",170,55,3,4,3,1,4,1,6,5,3,1998-12-20,"false"
1,1,3,1,,,5,1,5,2,1,3,1,"A","162.56","58.11","2,5,3",2,"6,5",1,,"1,4,3,2","1,6,4,10",,9,1980-07-03,"true"
1,1,3,1,"3,4",2,4,1,3,4,4,3,2,"D","170.18","63.56","4,3",4,"6,4",2,"3,8",2,1,,4,1986-07-11,"true"
2,1,2,1,,4,2,3,6,5,6,3,7,"B",167,83,"2,5,1",2,"5,4",1,"3,8",1,10,"5,3",6,1989-03-08,"true"
2,1,1,1,"2,4",,4,4,5,3,2,6,2,"A",172,58,"2,4",3,"1,4",2,5,2,1,3,7,1982-01-20,"true"
2,2,2,1,3,,3,3,6,2,2,5,2,"D","167.64","65.38","4,5",1,"6,4",1,,3,6,,2,1986-03-15,"false"
4,2,2,2,1,"2,4,5",2,1,3,6,6,7,4,"F",173,96,3,4,"3,6",1,8,2,1,5,14,1996-12-17,"false"
1,1,3,1,,"3,4",1,3,5,7,5,3,4,"E","157.48","69.92","3,4",3,1,3,,2,4,"2,3",2,1958-08-11,"true"
4,3,1,2,"1,4,5,3",,3,3,5,3,3,7,3,"C",180,67,"3,5",3,"6,4",2,"7,8","1,2","4,6",,14,1986-07-07,"true"
2,4,1,2,,,3,5,4,3,3,3,4,"E",161,63,"2,4,1",3,5,1,"7,8,6","2,3,1","1,10","3,4",4,1979-07-07,"true"
3,3,3,1,"3,5",4,2,5,3,4,5,3,3,"D",160,70,"4,2",5,5,1,"5,8",3,"6,1",6,14,2000-12-14,"false"
2,4,3,3,,,2,5,1,7,7,5,8,"DD","170.18","109.87","1,5",5,6,1,2,2,"4,6,1,10,3","2,3",14,1959-05-30,"true"
2,1,3,1,,"2,4",2,1,3,4,3,3,3,"DD","165.1","65.83","3,4",4,"5,6",1,,1,"1,4,6","5,6",4,1975-12-21,"false"
3,2,3,1,,"3,4",5,1,5,4,5,3,4,"DD","139.7","59.02","5,4",1,"4,5",1,1,3,1,1,12,1983-03-07,"true"
1,3,3,1,1,"3,2,4",1,4,2,7,7,3,7,"C",161,100,"3,5,4",3,"2,3",1,"5,7","2,1",1,5,3,1995-03-29,"false"
1,2,2,1,5,,4,1,4,3,3,3,4,"A","157.48","62.65",4,4,4,2,8,3,"1,6,4","4,1",5,1969-03-11,"true"
2,4,3,3,,4,6,3,6,4,5,2,4,"C",150,68,"3,4,5",2,"5,6",1,8,3,1,5,6,1975-06-11,"true"
1,1,2,3,,"2,3,5",2,3,3,5,6,3,5,"B",168,88,"1,5,3",3,"3,6",1,"7,8",3,1,3,2,1988-10-30,"true"
2,3,3,1,3,,2,3,6,2,2,3,3,"B",157,57,5,5,"1,3",1,8,"2,1,3",6,,11,1994-12-02,"false"
1,1,2,2,,5,5,1,2,4,4,7,4,"C",170,88,"4,3,1",1,"3,5",1,"7,8,1",2,"10,6",2,13,1986-01-22,"true"
3,3,3,1,,"1,2,3,4,5",2,2,3,5,4,2,4,"C",163,74,"5,3,1",3,"1,2",1,5,"3,2","10,1","3,4",4,1982-09-10,"true"
1,4,1,2,"1,3",5,4,4,3,2,2,3,3,"B",157,52,"4,3",3,5,1,"5,8,7",4,"1,10,3,6,4","1,4",14,1968-01-19,"true"
2,4,1,2,4,,1,1,3,2,3,2,4,"B",157,55,"4,2",3,5,1,,3,"10,1,6",4,4,1979-06-22,"true"
1,1,1,1,"1,3,5",4,1,1,2,2,3,4,2,"B",171,64,"3,5",3,"5,3",1,"8,7,6,9",,,,14,1987-11-06,"true"
4,2,3,1,,4,6,3,2,4,4,5,6,"B",158,74,4,4,"6,5",1,"3,8,7",3,"6,1","1,3,4",14,1966-07-08,"true"
2,1,3,2,,"2,3,5",1,1,3,6,7,3,4,"A",161,77,"4,5,3",4,"4,3",2,"5,7,9,8",,,,14,1965-04-04,"true"
1,2,3,1,,,5,5,2,5,5,5,4,"E","177.8","89.44","4,3",1,"6,3",2,"9,6,7,8",,,,3,1991-03-25,"false"
2,4,3,1,"1,5",4,4,3,3,5,5,4,4,"C",163,75,"5,2",3,"3,4",2,"5,8",3,"4,6,10,1",,4,1977-09-08,"true"
2,1,2,2,,"2,5",2,6,1,5,6,3,3,,156,70,1,2,"1,3",1,5,"2,3","4,1,6,10,3","4,5,6",14,1967-12-06,"true"
2,3,2,2,1,"2,4",2,3,3,5,4,4,7,"C",158,77,"3,4,5",3,"6,1",1,,"3,2","1,10,6",4,11,1979-08-06,"true"
1,4,1,1,1,,1,3,6,6,6,6,4,"D",174,88,"2,4",5,,1,,"1,2","1,10",,14,1984-08-03,"true"
1,2,3,1,"2,4",,5,5,5,7,8,3,5,"FF","172.72","112.14","3,5",4,5,1,"5,8","3,2,1","1,6,4,3,10","3,4,2",3,1985-02-04,"true"
1,1,2,1,3,"1,2,4",1,4,3,2,3,2,3,"A",165,51,"4,2",2,"4,1",1,"1,5,7,9,2,6",,,,4,1986-02-10,"true"
2,3,1,1,4,,4,3,3,2,2,1,2,"D",151,52,5,5,"5,3",2,"8,7",2,1,,6,1984-08-01,"true"
2,1,3,3,3,"1,4,5",2,3,4,4,4,2,5,"B",165,70,"4,2",1,"2,3",1,5,3,1,"4,5",14,1972-01-04,"true"
4,3,3,1,"1,3,4","2,5",2,1,3,2,1,1,3,"C",154,56,"1,5",4,"1,3",1,2,3,6,4,3,,"false"
1,4,2,2,,,2,3,2,7,8,6,6,"D",170,90,"4,1",3,"5,1",2,"5,7","1,2","1,4","1,2,4",7,1977-09-06,"false"
1,1,3,1,4,"2,3",5,3,3,2,3,3,4,"A",160,54,"1,3",2,"6,1",1,"6,7,8",2,"4,1","2,3,5",2,1993-08-13,
2,4,1,1,"1,3,4,5",,5,3,6,4,5,4,4,"B",165,65,"5,3,4",3,"5,3",1,"8,9",,,,11,1975-01-27,"false"
3,2,3,1,,4,2,3,3,8,8,6,7,"B","180.34","108.05","3,5",3,"2,3",1,,1,"4,1,10","6,4,1",2,1972-07-16,"true"
1,3,1,1,"3,4",,5,5,2,3,3,2,3,"C","154.94","64.47","4,3,2",3,"1,2",1,,3,"6,1",,3,1980-01-08,"true"
3,2,3,1,,,1,1,5,2,2,2,2,"D","null","52.66","3,5,4",2,"6,4",2,"6,9,7",,,,14,1976-02-11,"true"
1,4,2,2,,"4,5",1,4,2,2,3,1,3,,160,55,"5,4,3",2,1,1,3,3,"1,10",2,4,,"true"
1,1,2,1,,"3,4,5",4,4,2,4,4,7,4,"D",180,78,"4,5,1",3,"1,5",1,"6,9,5",,,,3,1990-04-05,"true"
2,1,3,1,"1,3,5","2,4",6,3,3,6,6,5,6,"D",160,80,5,4,"2,5",1,,"2,3","4,6,1","2,5",14,1967-08-21,"true"
1,2,2,1,4,3,1,5,3,3,4,7,4,"B",174,65,"4,3,2",3,"1,5",1,"7,9,8",,,,1,1983-07-29,"true"
1,2,3,2,3,5,6,3,6,7,6,4,5,"F","154.94","84.9","1,4,3",1,"3,1",1,,2,1,5,13,1991-09-18,"false"
1,1,3,1,,"2,3,4,5",2,3,3,5,5,4,4,"B",163,80,"5,4",3,1,1,"5,7,8,9",,,,3,1969-05-26,"true"
2,2,1,3,,3,1,3,2,2,3,2,3,"D",160,54,"3,2",4,5,1,8,3,"1,4,6,10",5,5,1980-08-25,"true"
1,1,3,1,,4,5,4,2,4,5,3,4,"B",166,72,"1,5,2",3,"5,1",1,"2,5,8,6",2,"6,1",6,6,1985-06-18,"true"
2,1,3,1,5,"2,4",2,3,6,5,4,0,5,"D",157,58,"1,5,4",4,"5,1",1,"2,9,6,5",,,,14,1974-02-14,"false"
1,3,1,2,"3,4",2,1,5,3,3,5,3,3,"B",160,68,"4,5,3",2,"1,6",1,,"2,3","6,4,10,1",5,3,1983-01-13,"true"
